LIMIT_BAL,BILL_AMOUNT,JOB,SEX,EDUCATION,MARRIAGE,AGE,PAY_DUE
20000,19277,Broker,Any,University,Single,1,Yes
100000,75912,Broker,Any,University,Single,1,No
50000,46528,Broker,Any,University,Single,1,No
280000,5924,Broker,Any,University,Single,1,No
60000,45648,Broker,Any,University,Single,1,No
20000,18290,Broker,Any,University,Single,1,No
150000,142827,Broker,Any,University,Single,1,No
150000,23165,Broker,Any,University,Single,1,No
360000,0,Broker,Any,University,Single,1,Yes
120000,2682,Broker,Any,University,Single,1,Yes
50000,0,Broker,Any,University,Single,1,Yes
30000,31319,Broker,Any,University,Single,1,No
410000,-58,Broker,Any,University,Single,1,No
80000,63144,Doctor,Any,Graduate School,Married,4,Yes
310000,1920,Doctor,Any,Graduate School,Married,4,No
200000,3858,Doctor,Any,Graduate School,Married,4,No
210000,209807,Artist,Any,University,Married,1,Yes
140000,81764,Artist,Any,University,Married,1,Yes
50000,9877,Artist,Any,University,Married,1,No
100000,20755,Artist,Any,University,Married,1,No
100000,97062,Artist,Any,University,Married,1,No
20000,15890,Artist,Any,University,Married,1,No
90000,87525,Artist,Any,University,Married,1,Yes
210000,104701,Artist,Any,University,Married,1,No
150000,6156,Artist,Any,University,Married,1,No
60000,58024,Artist,Any,University,Married,1,Yes
50000,27699,Artist,Any,University,Married,1,No
310000,74955,Artist,Any,University,Married,1,No
50000,45663,Artist,Any,University,Married,1,No
50000,27087,Artist,Any,University,Married,1,No
20000,1261,Artist,Any,University,Married,1,Yes
250000,2419,Artist,Any,University,Married,1,No
40000,33895,Artist,Any,University,Married,1,Yes
50000,819,Artist,Any,University,Married,1,No
50000,37170,Engineer,Any,University,Single,1,No
50000,10131,Engineer,Any,University,Single,1,No
180000,-2,Engineer,Any,University,Single,1,No
70000,42583,Engineer,Any,University,Single,1,Yes
10000,7015,Engineer,Any,University,Single,1,Yes
90000,47585,Engineer,Any,University,Single,1,No
230000,12218,Engineer,Any,University,Single,1,No
110000,58362,Engineer,Any,University,Single,1,Yes
80000,69602,Engineer,Any,University,Single,1,No
20000,70,Engineer,Any,University,Single,1,No
120000,22431,Engineer,Any,University,Single,1,No
60000,27199,Engineer,Any,University,Single,1,No
20000,18852,Engineer,Any,University,Single,1,No
130000,1031,Engineer,Any,University,Single,1,Yes
140000,20110,Engineer,Any,University,Single,1,No
100000,11876,Engineer,Any,University,Single,1,No
20000,0,Engineer,Any,University,Single,1,No
50000,8567,Engineer,Any,University,Single,1,No
220000,1692,Engineer,Any,University,Single,1,No
20000,6174,Engineer,Any,University,Single,1,Yes
50000,48860,Engineer,Any,University,Single,1,No
60000,15054,Engineer,Any,University,Single,1,No
280000,427,Engineer,Any,University,Single,1,No
70000,65793,Engineer,Any,University,Single,1,No
170000,0,Engineer,Any,University,Single,1,No
50000,0,Dealer,Any,University,Single,1,No
80000,79243,Dealer,Any,University,Single,1,No
180000,14445,Dealer,Any,University,Single,1,No
50000,28040,Dealer,Any,University,Single,1,No
80000,1200,Dealer,Any,University,Single,1,Yes
20000,7186,Dealer,Any,University,Single,1,No
200000,1747,Dealer,Any,University,Single,1,No
130000,131575,Dealer,Any,University,Single,1,No
50000,49276,Dealer,Any,University,Single,1,No
50000,1399,Dealer,Any,University,Single,1,No
70000,49605,Dealer,Any,University,Single,1,No
250000,16884,Dealer,Any,University,Single,1,No
180000,1832,Dealer,Any,University,Single,1,No
100000,11540,Dealer,Any,University,Single,1,No
30000,23892,Dealer,Any,University,Single,1,No
100000,37767,Dealer,Any,University,Single,1,No
30000,26957,Dealer,Any,University,Single,1,No
80000,77615,Dealer,Any,University,Single,1,No
20000,17257,Dealer,Any,University,Single,1,Yes
50000,0,Dealer,Any,University,Single,1,No
50000,7180,Dealer,Any,University,Single,1,Yes
110000,106417,Dealer,Any,University,Single,1,No
20000,3400,Dealer,Any,University,Single,1,No
20000,1438,Dealer,Any,University,Single,1,No
10000,2887,Dealer,Any,University,Single,1,No
30000,31305,Dealer,Any,University,Single,1,Yes
20000,0,Dealer,Any,University,Single,1,No
30000,0,Dealer,Any,University,Single,1,Yes
50000,390,Dealer,Any,University,Single,1,No
210000,21780,Dealer,Any,University,Single,1,No
470000,169699,Dealer,Any,University,Single,1,No
50000,34549,Dealer,Any,University,Single,1,No
220000,217800,Dealer,Any,University,Single,1,No
80000,81625,Dealer,Any,University,Single,1,Yes
50000,4136,Dealer,Any,University,Single,1,No
110000,26650,Dealer,Any,University,Single,1,No
180000,20730,Doctor,Any,University,Single,2,No
30000,19785,Doctor,Any,University,Single,2,No
60000,9744,Doctor,Any,University,Single,2,No
50000,49617,Doctor,Any,University,Single,2,No
50000,5197,Doctor,Any,University,Single,2,No
50000,2522,Doctor,Any,University,Single,2,No
230000,49619,Doctor,Any,University,Single,2,No
90000,50477,Doctor,Any,University,Single,2,No
30000,29657,Doctor,Any,University,Single,2,Yes
210000,46255,Doctor,Any,University,Single,2,No
180000,28566,Doctor,Any,University,Single,2,No
200000,5780,Dealer,Any,Graduate School,Married,1,No
50000,43343,Dealer,Any,Graduate School,Married,1,Yes
140000,96304,Dealer,Any,Graduate School,Married,1,No
80000,8574,Engineer,Any,Graduate School,Married,1,Yes
290000,1312,Engineer,Any,Graduate School,Married,1,Yes
30000,0,Engineer,Any,Graduate School,Married,1,No
50000,19015,Artist,Any,University,Single,3,No
80000,77057,Artist,Any,University,Single,3,No
180000,2551,Artist,Any,University,Single,3,No
50000,47647,Artist,Any,University,Single,3,Yes
30000,21043,Artist,Any,University,Single,3,No
10000,9532,Artist,Any,University,Single,3,No
20000,17636,Artist,Any,University,Single,3,Yes
210000,0,Artist,Any,University,Single,3,No
500000,3959,Artist,Any,University,Single,3,No
110000,57046,Artist,Any,University,Single,3,No
180000,50420,Artist,Any,University,Single,3,Yes
10000,8722,Artist,Any,University,Single,3,No
80000,80610,Artist,Any,University,Single,3,No
50000,39236,Artist,Any,University,Single,3,Yes
500000,43346,Artist,Any,University,Single,3,No
120000,-9,Engineer,Any,University,Married,2,No
150000,6526,Engineer,Any,University,Married,2,No
110000,115895,Engineer,Any,University,Married,2,No
120000,4100,Engineer,Any,University,Married,2,No
390000,424244,Engineer,Any,University,Married,2,No
150000,0,Engineer,Any,University,Married,2,No
360000,5157,Engineer,Any,University,Married,2,No
200000,390,Engineer,Any,University,Married,2,No
150000,36146,Engineer,Any,University,Married,2,No
180000,143301,Engineer,Any,University,Married,2,No
340000,167474,Engineer,Any,University,Married,2,No
70000,10323,Engineer,Any,University,Married,2,Yes
80000,28408,Engineer,Any,University,Married,2,No
140000,139406,Engineer,Any,Graduate School,Married,4,Yes
500000,13709,Engineer,Any,Graduate School,Married,4,No
340000,30832,Engineer,Any,Graduate School,Married,4,Yes
170000,17862,Engineer,Any,Graduate School,Married,4,No
470000,190258,Dealer,Any,University,Single,2,No
260000,-2,Dealer,Any,University,Single,2,No
20000,0,Dealer,Any,University,Single,2,Yes
90000,63626,Dealer,Any,University,Single,2,Yes
470000,147113,Dealer,Any,University,Single,2,No
170000,0,Dealer,Any,University,Single,2,No
150000,60015,Dealer,Any,University,Single,2,No
50000,18510,Dealer,Any,University,Single,2,No
20000,17757,Dealer,Any,University,Single,2,No
100000,107669,Dealer,Any,University,Single,2,No
160000,3826,Dealer,Any,University,Single,2,No
80000,79278,Dealer,Any,University,Single,2,No
20000,16326,Teacher,Any,University,Single,3,No
10000,4073,Teacher,Any,University,Single,3,Yes
390000,5895,Teacher,Any,University,Single,3,No
500000,36954,Doctor,Any,Graduate School,Married,3,No
110000,36802,Doctor,Any,Graduate School,Married,3,No
220000,210380,Doctor,Any,Graduate School,Married,3,Yes
220000,2500,Doctor,Any,Graduate School,Married,3,Yes
390000,495559,Doctor,Any,Graduate School,Married,3,No
320000,253286,Doctor,Any,Graduate School,Married,3,No
240000,0,Doctor,Any,Graduate School,Married,3,No
210000,0,Teacher,Any,University,Married,3,Yes
620000,160837,Teacher,Any,University,Married,3,Yes
50000,40931,Teacher,Any,University,Married,3,Yes
220000,217743,Teacher,Any,University,Married,3,No
250000,100323,Teacher,Any,University,Married,3,No
50000,19339,Teacher,Any,University,Married,3,No
100000,34704,Teacher,Any,University,Married,3,No
50000,1232,Teacher,Any,University,Married,3,No
70000,4221,Teacher,Any,University,Married,3,Yes
150000,153249,Teacher,Any,University,Married,3,No
70000,50927,Teacher,Any,University,Married,3,Yes
50000,45335,Teacher,Any,University,Married,3,No
340000,331003,Teacher,Any,University,Married,3,No
60000,48979,Teacher,Any,University,Married,3,No
100000,2491,Teacher,Any,University,Married,3,No
30000,1700,Teacher,Any,University,Married,3,No
110000,45964,Broker,Any,University,Married,4,No
80000,76962,Broker,Any,University,Married,4,Yes
100000,101249,Broker,Any,University,Married,4,No
250000,1338,Shopkeeper,Any,Graduate School,Single,3,Yes
100000,15355,Shopkeeper,Any,Graduate School,Single,3,No
240000,0,Shopkeeper,Any,Graduate School,Single,3,Yes
180000,37353,Shopkeeper,Any,Graduate School,Single,3,No
500000,33332,Shopkeeper,Any,Graduate School,Single,3,No
20000,18803,Shopkeeper,Any,Graduate School,Single,3,Yes
90000,70482,Teacher,Any,University,Married,1,No
300000,0,Teacher,Any,University,Married,1,No
20000,42784,Teacher,Any,University,Married,1,No
60000,33147,Teacher,Any,University,Married,1,No
140000,134203,Teacher,Any,University,Married,1,Yes
120000,26476,Teacher,Any,University,Married,1,No
90000,84148,Teacher,Any,University,Married,1,No
50000,49613,Engineer,Any,University,Married,4,No
380000,8201,Engineer,Any,University,Married,4,Yes
340000,50396,Engineer,Any,University,Married,4,No
480000,422069,Engineer,Any,University,Married,4,No
50000,3257,Engineer,Any,University,Married,4,No
220000,38746,Engineer,Any,University,Single,2,Yes
90000,8792,Engineer,Any,University,Single,2,No
130000,131446,Engineer,Any,University,Single,2,No
320000,98697,Engineer,Any,University,Single,2,No
360000,12865,Engineer,Any,University,Single,2,No
120000,240,Engineer,Any,University,Single,2,Yes
100000,121895,Engineer,Any,University,Single,2,Yes
150000,86037,Engineer,Any,University,Single,2,No
10000,8257,Engineer,Any,University,Single,2,Yes
10000,8177,Engineer,Any,University,Single,2,No
10000,0,Engineer,Any,University,Single,2,No
50000,48206,Engineer,Any,University,Single,2,No
420000,25103,Engineer,Any,University,Single,2,No
200000,104978,Lawyer,Any,University,Married,2,Yes
130000,133461,Lawyer,Any,University,Married,2,No
210000,143225,Lawyer,Any,University,Married,2,No
420000,88948,Lawyer,Any,University,Married,2,No
200000,-2,Lawyer,Any,University,Married,2,No
30000,184,Lawyer,Any,University,Married,2,No
180000,2927,Lawyer,Any,University,Married,2,No
210000,164015,Lawyer,Any,University,Married,2,No
220000,158,Lawyer,Any,University,Married,2,No
50000,45159,Lawyer,Any,University,Married,2,No
230000,234328,Lawyer,Any,University,Married,2,Yes
320000,21460,Broker,Any,University,Single,2,No
250000,255223,Broker,Any,University,Single,2,Yes
60000,-1540,Broker,Any,University,Single,2,No
80000,89394,Broker,Any,University,Single,2,No
50000,0,Broker,Any,University,Single,2,No
80000,51372,Broker,Any,University,Single,2,No
170000,2104,Broker,Any,University,Single,2,No
50000,30518,Broker,Any,University,Single,2,Yes
130000,9559,Broker,Any,University,Single,2,Yes
400000,13611,Broker,Any,University,Single,2,No
220000,34819,Broker,Any,University,Single,2,No
90000,83725,Broker,Any,University,Single,2,No
50000,48657,Broker,Any,University,Single,2,No
270000,225400,Broker,Any,University,Single,2,No
50000,49546,Lawyer,Any,Graduate School,Single,5,No
50000,47166,Lawyer,Any,Graduate School,Single,5,No
200000,38187,Broker,Any,University,Married,3,Yes
70000,34779,Broker,Any,University,Married,3,No
50000,44624,Broker,Any,University,Married,3,Yes
170000,137823,Broker,Any,University,Married,3,No
110000,108616,Broker,Any,University,Married,3,No
150000,55336,Broker,Any,University,Married,3,No
310000,13465,Broker,Any,University,Married,3,No
500000,-984,Broker,Any,University,Married,3,Yes
60000,21148,Broker,Any,University,Married,3,No
110000,2410,Broker,Any,University,Married,3,No
170000,0,Broker,Any,University,Married,3,No
80000,81841,Broker,Any,University,Married,3,No
50000,1261,Broker,Any,University,Married,3,No
210000,0,Broker,Any,University,Married,3,No
50000,18922,Artist,Any,University,Single,4,No
190000,173058,Artist,Any,University,Single,4,No
50000,34664,Artist,Any,University,Single,4,No
50000,10571,Artist,Any,University,Single,4,No
50000,48153,Artist,Any,University,Single,4,No
20000,17420,Artist,Any,University,Single,4,No
30000,26278,Artist,Any,University,Single,4,Yes
360000,108351,Teacher,Any,University,Single,2,No
210000,187610,Teacher,Any,University,Single,2,No
140000,138119,Teacher,Any,University,Single,2,No
250000,14451,Teacher,Any,University,Single,2,No
270000,381,Teacher,Any,University,Single,2,Yes
240000,50254,Teacher,Any,University,Single,2,No
70000,22578,Teacher,Any,University,Single,2,No
20000,2199,Teacher,Any,University,Single,2,No
140000,135949,Teacher,Any,University,Single,2,No
190000,129801,Teacher,Any,University,Single,2,Yes
150000,80463,Teacher,Any,University,Single,2,Yes
50000,50715,Shopkeeper,Any,Graduate School,Married,4,Yes
20000,19965,Shopkeeper,Any,Graduate School,Married,4,No
280000,284204,Shopkeeper,Any,University,Married,4,Yes
220000,1994,Shopkeeper,Any,University,Married,4,Yes
120000,118709,Shopkeeper,Any,University,Married,4,Yes
110000,15069,Shopkeeper,Any,University,Married,4,No
50000,17681,Doctor,Any,Graduate School,Single,3,No
120000,70096,Doctor,Any,Graduate School,Single,3,No
240000,471814,Doctor,Any,Graduate School,Single,3,No
240000,246135,Doctor,Any,Graduate School,Single,3,Yes
210000,0,Dealer,Any,Graduate School,Single,3,No
160000,6241,Dealer,Any,Graduate School,Single,3,No
370000,6093,Dealer,Any,Graduate School,Single,3,No
360000,4134,Dealer,Any,Graduate School,Single,3,No
260000,12261,Broker,Any,Graduate School,Single,4,No
600000,467150,Broker,Any,Graduate School,Single,4,Yes
50000,47917,Broker,Any,Graduate School,Single,4,No
30000,30374,Broker,Any,Graduate School,Single,4,Yes
50000,13917,Doctor,Any,University,Married,3,No
240000,21943,Doctor,Any,University,Married,3,No
500000,60246,Doctor,Any,University,Married,3,No
150000,79021,Doctor,Any,University,Married,3,No
110000,55349,Doctor,Any,University,Married,3,No
230000,819,Doctor,Any,University,Married,3,No
260000,18256,Doctor,Any,University,Married,3,No
370000,21160,Lawyer,Any,Graduate School,Married,4,No
320000,9955,Lawyer,Any,Graduate School,Married,4,Yes
100000,0,Lawyer,Any,Graduate School,Married,4,Yes
200000,138180,Lawyer,Any,Graduate School,Married,4,Yes
80000,9168,Dealer,Any,University,Married,1,No
180000,133868,Dealer,Any,University,Married,1,No
180000,2488,Dealer,Any,University,Married,1,No
310000,31132,Engineer,Any,University,Married,1,No
140000,2515,Engineer,Any,University,Married,1,No
100000,102349,Engineer,Any,University,Married,1,No
240000,2816,Engineer,Any,University,Married,1,No
30000,30606,Engineer,Any,University,Married,1,No
50000,51044,Lawyer,Any,Graduate School,Married,1,No
90000,38921,Lawyer,Any,Graduate School,Married,1,No
360000,18886,Lawyer,Any,Graduate School,Married,1,No
230000,51802,Lawyer,Any,University,Married,4,Yes
50000,3347,Lawyer,Any,University,Married,4,Yes
50000,2072,Lawyer,Any,University,Married,4,No
390000,834,Lawyer,Any,Graduate School,Single,3,No
300000,247279,Lawyer,Any,Graduate School,Single,3,No
30000,29033,Shopkeeper,Any,University,Single,3,No
30000,396,Shopkeeper,Any,University,Single,3,No
380000,0,Shopkeeper,Any,High School,Married,4,No
450000,8940,Shopkeeper,Any,High School,Married,4,No
30000,29278,Shopkeeper,Any,High School,Married,4,Yes
90000,81998,Doctor,Any,University,Married,4,Yes
50000,11351,Doctor,Any,University,Married,4,No
200000,3035,Doctor,Any,University,Married,4,No
480000,17189,Doctor,Any,University,Married,4,No
120000,390,Shopkeeper,Any,High School,Married,1,No
120000,115583,Shopkeeper,Any,High School,Married,1,No
50000,22854,Shopkeeper,Any,High School,Married,1,No
230000,1292,Doctor,Any,University,Single,4,Yes
230000,110163,Doctor,Any,University,Single,4,No
160000,3128,Doctor,Any,University,Single,4,Yes
230000,1477,Artist,Any,Graduate School,Married,5,No
230000,1443,Artist,Any,Graduate School,Married,5,No
180000,81044,Shopkeeper,Any,University,Single,4,Yes
360000,640,Shopkeeper,Any,University,Single,4,No
50000,47069,Teacher,Any,University,Married,4,No
10000,2097,Teacher,Any,University,Married,4,Yes
130000,99,Teacher,Any,University,Married,4,No
