39, Male, White, Bachelors, Never-married, United-States, State-gov, Adm-clerical, <=50K
51, Male, White, Assoc-voc, Married-civ-spouse, United-States, Self-emp-inc, Exec-managerial, <=50K
43, Female, Asian-Pac-Islander, 5th-6th, Married-civ-spouse, Vietnam, Private, Machine-op-inspct, >50K
54, Male, White, Some-college, Married-civ-spouse, United-States, Federal-gov, Protective-serv, >50K
63, Female, White, HS-grad, Widowed, United-States, Private, Prof-specialty, <=50K
51, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
63, Male, White, 10th, Married-civ-spouse, United-States, Self-emp-not-inc, Machine-op-inspct, <=50K
51, Male, White, Masters, Married-civ-spouse, United-States, Local-gov, Prof-specialty, >50K
27, Female, White, HS-grad, Divorced, United-States, Private, Sales, <=50K
35, Male, White, Assoc-acdm, Married-civ-spouse, United-States, Private, Tech-support, >50K
46, Male, White, HS-grad, Separated, United-States, Self-emp-not-inc, Craft-repair, <=50K
53, Male, Black, Assoc-voc, Married-civ-spouse, United-States, Private, Craft-repair, >50K
26, Male, White, Some-college, Divorced, United-States, Federal-gov, Adm-clerical, <=50K
43, Male, White, HS-grad, Never-married, United-States, Private, Machine-op-inspct, <=50K
39, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, >50K
50, Male, White, HS-grad, Divorced, United-States, Federal-gov, Prof-specialty, <=50K
54, Male, White, HS-grad, Married-civ-spouse, United-States, Federal-gov, Adm-clerical, >50K
57, Female, White, Some-college, Divorced, United-States, State-gov, Prof-specialty, <=50K
29, Male, White, HS-grad, Never-married, United-States, Local-gov, Other-service, <=50K
20, Male, Black, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
53, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
23, Male, White, HS-grad, Never-married, El-Salvador, Private, Other-service, <=50K
69, Male, White, 11th, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
56, Male, White, 7th-8th, Married-civ-spouse, United-States, Private, Handlers-cleaners, <=50K
53, Male, Black, Bachelors, Married-civ-spouse, United-States, Local-gov, Prof-specialty, <=50K
28, Male, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
28, Male, Black, Bachelors, Married-civ-spouse, United-States, Private, Other-service, <=50K
33, Male, Asian-Pac-Islander, HS-grad, Married-civ-spouse, Taiwan, Self-emp-inc, Exec-managerial, >50K
48, Female, White, HS-grad, Divorced, United-States, Private, Sales, <=50K
61, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, >50K
49, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
48, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
32, Male, White, 7th-8th, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
51, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, >50K
19, Male, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
47, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Prof-specialty, <=50K
25, Male, White, Bachelors, Never-married, United-States, Private, Transport-moving, <=50K
72, Male, Black, Some-college, Married-civ-spouse, United-States, Private, Protective-serv, <=50K
29, Male, White, 11th, Divorced, United-States, Private, Craft-repair, <=50K
22, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
57, Male, Black, HS-grad, Married-civ-spouse, England, Private, Other-service, <=50K
50, Male, White, Assoc-acdm, Married-civ-spouse, Columbia, Private, Adm-clerical, <=50K
45, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-inc, Sales, <=50K
52, Male, White, Some-college, Divorced, United-States, Private, Prof-specialty, >50K
53, Male, White, Masters, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
36, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Handlers-cleaners, <=50K
46, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, >50K
20, Female, White, HS-grad, Never-married, United-States, Private, Sales, <=50K
75, Male, Black, 5th-6th, Widowed, United-States, Private, Other-service, <=50K
32, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Craft-repair, >50K
28, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
53, Female, White, Masters, Divorced, United-States, Private, Prof-specialty, <=50K
17, Female, White, 11th, Never-married, United-States, Private, Sales, <=50K
46, Female, White, Assoc-voc, Divorced, United-States, State-gov, Adm-clerical, <=50K
39, Female, White, Assoc-acdm, Separated, United-States, Private, Prof-specialty, <=50K
38, Male, White, Some-college, Divorced, United-States, Private, Craft-repair, <=50K
36, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
63, Female, Black, Bachelors, Never-married, United-States, Local-gov, Prof-specialty, <=50K
28, Male, White, 1st-4th, Married-civ-spouse, Mexico, Private, Machine-op-inspct, <=50K
49, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
43, Male, White, Some-college, Married-civ-spouse, Mexico, Private, Machine-op-inspct, <=50K
38, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
39, Male, White, HS-grad, Never-married, England, Private, Tech-support, <=50K
40, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
24, Male, White, Bachelors, Never-married, United-States, Federal-gov, Prof-specialty, <=50K
30, Male, White, Some-college, Married-civ-spouse, United-States, Private, Tech-support, >50K
44, Male, Black, Some-college, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
40, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, <=50K
30, Female, White, HS-grad, Never-married, Puerto-Rico, Private, Machine-op-inspct, <=50K
42, Female, White, Masters, Divorced, United-States, Private, Prof-specialty, <=50K
52, Female, White, Assoc-voc, Divorced, United-States, Self-emp-not-inc, Prof-specialty, <=50K
42, Male, Black, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, >50K
39, Male, White, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, >50K
43, Male, White, Some-college, Divorced, United-States, Private, Prof-specialty, <=50K
62, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Craft-repair, <=50K
30, Male, White, Assoc-voc, Married-civ-spouse, England, Private, Craft-repair, <=50K
39, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
41, Female, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
49, Female, White, Masters, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
25, Male, White, 11th, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
48, Male, White, 11th, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
44, Male, White, Bachelors, Never-married, United-States, State-gov, Adm-clerical, <=50K
36, Male, White, 9th, Divorced, United-States, Private, Handlers-cleaners, <=50K
40, Male, White, HS-grad, Never-married, Ireland, Private, Handlers-cleaners, <=50K
21, Female, Black, HS-grad, Never-married, Jamaica, Private, Adm-clerical, <=50K
41, Female, White, Some-college, Separated, United-States, Private, Adm-clerical, <=50K
24, Female, White, Bachelors, Never-married, United-States, Private, Exec-managerial, <=50K
67, Male, White, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Farming-fishing, <=50K
24, Male, White, Bachelors, Never-married, United-States, Private, Adm-clerical, <=50K
50, Male, White, Bachelors, Married-civ-spouse, United-States, Self-emp-not-inc, Sales, <=50K
48, Male, White, Masters, Divorced, United-States, Private, Sales, <=50K
29, Male, White, HS-grad, Never-married, Ecuador, Private, Machine-op-inspct, <=50K
50, Female, White, Bachelors, Divorced, Ireland, Private, Prof-specialty, <=50K
64, Male, White, 10th, Married-civ-spouse, United-States, State-gov, Exec-managerial, >50K
49, Male, Black, 9th, Divorced, United-States, Private, Other-service, <=50K
20, Male, Black, HS-grad, Never-married, United-States, Private, Other-service, <=50K
30, Female, White, HS-grad, Separated, United-States, Private, Adm-clerical, <=50K
37, Male, Asian-Pac-Islander, Bachelors, Married-civ-spouse, China, Private, Other-service, <=50K
52, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, >50K
22, Male, White, Some-college, Never-married, United-States, Private, Protective-serv, <=50K
19, Male, White, Some-college, Never-married, United-States, State-gov, Adm-clerical, <=50K
52, Male, White, HS-grad, Divorced, United-States, Private, Craft-repair, >50K
42, Female, Asian-Pac-Islander, Bachelors, Married-spouse-absent, United-States, Private, Tech-support, <=50K
35, Female, White, HS-grad, Separated, United-States, Private, Exec-managerial, <=50K
27, Female, White, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
54, Female, Black, HS-grad, Never-married, United-States, State-gov, Other-service, <=50K
37, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
37, Male, White, 10th, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
28, Male, White, 7th-8th, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
63, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Sales, <=50K
19, Male, White, HS-grad, Never-married, United-States, Private, Machine-op-inspct, <=50K
28, Female, White, Bachelors, Never-married, United-States, Private, Sales, <=50K
44, Female, White, Prof-school, Never-married, United-States, Private, Prof-specialty, >50K
31, Male, White, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, >50K
64, Female, White, HS-grad, Divorced, United-States, Private, Priv-house-serv, <=50K
40, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Handlers-cleaners, >50K
59, Female, White, Assoc-acdm, Divorced, United-States, Local-gov, Prof-specialty, <=50K
22, Female, White, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
40, Female, White, Some-college, Never-married, United-States, Private, Sales, <=50K
35, Male, White, 7th-8th, Married-civ-spouse, Mexico, Private, Handlers-cleaners, <=50K
20, Female, White, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
35, Male, White, HS-grad, Never-married, United-States, Local-gov, Protective-serv, <=50K
28, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
28, Male, White, HS-grad, Divorced, United-States, Private, Machine-op-inspct, <=50K
25, Male, White, Assoc-acdm, Never-married, United-States, Self-emp-inc, Sales, <=50K
37, Female, White, HS-grad, Divorced, United-States, Private, Adm-clerical, <=50K
31, Female, White, Assoc-voc, Divorced, United-States, Private, Sales, <=50K
41, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
31, Male, White, 10th, Married-civ-spouse, United-States, Private, Tech-support, >50K
44, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
20, Male, Black, Some-college, Never-married, United-States, Private, Exec-managerial, <=50K
57, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Farming-fishing, <=50K
26, Female, White, HS-grad, Divorced, United-States, Private, Other-service, <=50K
44, Male, White, HS-grad, Married-civ-spouse, Greece, Self-emp-inc, Exec-managerial, <=50K
29, Male, White, HS-grad, Never-married, United-States, Local-gov, Protective-serv, <=50K
36, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
40, Male, White, Assoc-voc, Married-civ-spouse, United-States, Private, Craft-repair, >50K
21, Male, Black, Assoc-acdm, Never-married, Jamaica, Private, Other-service, <=50K
21, Male, White, Some-college, Never-married, United-States, Private, Craft-repair, <=50K
34, Male, White, Prof-school, Separated, United-States, Self-emp-not-inc, Prof-specialty, >50K
24, Female, White, Bachelors, Never-married, United-States, Private, Exec-managerial, <=50K
28, Female, White, 10th, Divorced, United-States, Private, Other-service, <=50K
35, Male, White, HS-grad, Separated, United-States, Private, Transport-moving, <=50K
35, Male, White, HS-grad, Divorced, United-States, Private, Craft-repair, <=50K
38, Female, White, Bachelors, Never-married, United-States, State-gov, Exec-managerial, <=50K
44, Female, Black, HS-grad, Divorced, United-States, Federal-gov, Adm-clerical, <=50K
39, Female, White, Bachelors, Married-civ-spouse, Poland, Private, Handlers-cleaners, >50K
57, Female, White, HS-grad, Divorced, United-States, Local-gov, Other-service, <=50K
19, Female, White, Some-college, Never-married, United-States, Private, Sales, <=50K
29, Male, White, Assoc-voc, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
23, Male, Black, HS-grad, Never-married, United-States, Private, Machine-op-inspct, <=50K
50, Female, White, HS-grad, Widowed, United-States, Private, Other-service, <=50K
51, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-not-inc, Craft-repair, <=50K
28, Male, Amer-Indian-Eskimo, Assoc-voc, Divorced, United-States, Private, Craft-repair, <=50K
44, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Sales, <=50K
29, Male, Black, Bachelors, Never-married, United-States, Self-emp-not-inc, Prof-specialty, <=50K
31, Male, White, HS-grad, Divorced, United-States, Private, Transport-moving, <=50K
27, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Craft-repair, >50K
34, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
50, Male, Asian-Pac-Islander, Prof-school, Married-civ-spouse, Philippines, Self-emp-inc, Prof-specialty, >50K
27, Male, White, Some-college, Married-civ-spouse, United-States, Private, Handlers-cleaners, >50K
31, Female, Black, Assoc-voc, Never-married, United-States, Private, Adm-clerical, <=50K
46, Male, White, Assoc-acdm, Married-civ-spouse, United-States, Private, Craft-repair, >50K
39, Female, Asian-Pac-Islander, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
40, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Sales, >50K
28, Male, White, 11th, Divorced, United-States, Private, Sales, <=50K
18, Female, White, HS-grad, Never-married, United-States, Private, Sales, <=50K
51, Female, White, HS-grad, Divorced, United-States, Private, Adm-clerical, <=50K
58, Male, White, HS-grad, Divorced, United-States, Self-emp-inc, Sales, <=50K
66, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, <=50K
36, Female, Asian-Pac-Islander, HS-grad, Married-civ-spouse, South, Self-emp-not-inc, Other-service, <=50K
38, Female, White, 11th, Divorced, United-States, Private, Handlers-cleaners, <=50K
25, Male, White, Assoc-acdm, Never-married, United-States, Private, Exec-managerial, <=50K
25, Female, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
90, Male, White, 11th, Never-married, United-States, Private, Handlers-cleaners, <=50K
41, Female, White, Some-college, Divorced, United-States, Local-gov, Adm-clerical, <=50K
33, Female, White, Bachelors, Divorced, Germany, Private, Prof-specialty, <=50K
33, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
35, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
39, Female, Black, HS-grad, Never-married, United-States, Self-emp-not-inc, Craft-repair, <=50K
59, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, <=50K
19, Male, White, Some-college, Never-married, United-States, Private, Tech-support, <=50K
39, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Sales, <=50K
27, Female, White, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
52, Male, White, 7th-8th, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
59, Female, White, HS-grad, Divorced, United-States, Self-emp-not-inc, Other-service, <=50K
28, Female, White, Some-college, Divorced, United-States, Private, Craft-repair, <=50K
37, Female, White, HS-grad, Divorced, Peru, Private, Other-service, <=50K
36, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
34, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
23, Male, White, Some-college, Never-married, United-States, Private, Adm-clerical, <=50K
33, Male, White, HS-grad, Divorced, United-States, Private, Craft-repair, <=50K
27, Male, White, Masters, Never-married, United-States, Local-gov, Prof-specialty, <=50K
31, Male, White, Masters, Married-civ-spouse, United-States, Local-gov, Prof-specialty, <=50K
21, Male, White, 10th, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
31, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
59, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Handlers-cleaners, >50K
40, Male, White, Masters, Married-civ-spouse, United-States, Local-gov, Prof-specialty, >50K
19, Male, White, 11th, Never-married, United-States, Private, Handlers-cleaners, <=50K
47, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
34, Male, White, Bachelors, Never-married, United-States, Private, Craft-repair, <=50K
57, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Other-service, <=50K
51, Male, Black, 9th, Married-civ-spouse, United-States, Local-gov, Transport-moving, <=50K
21, Male, White, Some-college, Never-married, United-States, Private, Handlers-cleaners, <=50K
30, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-inc, Sales, <=50K
46, Male, White, Some-college, Divorced, United-States, Private, Handlers-cleaners, <=50K
40, Female, White, Bachelors, Never-married, United-States, Private, Sales, <=50K
52, Male, White, Preschool, Married-civ-spouse, El-Salvador, Private, Other-service, <=50K
23, Male, Asian-Pac-Islander, Bachelors, Never-married, Taiwan, Private, Sales, <=50K
25, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
43, Male, White, Some-college, Divorced, United-States, Private, Transport-moving, <=50K
38, Female, Amer-Indian-Eskimo, Some-college, Divorced, United-States, State-gov, Protective-serv, >50K
22, Female, White, Assoc-voc, Never-married, United-States, Private, Other-service, <=50K
33, Female, White, Bachelors, Never-married, United-States, Local-gov, Adm-clerical, <=50K
34, Male, White, Some-college, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
65, Male, White, Assoc-voc, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
50, Male, White, HS-grad, Never-married, United-States, Private, Tech-support, <=50K
29, Male, White, Bachelors, Never-married, United-States, Private, Sales, <=50K
25, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
54, Female, White, Some-college, Divorced, United-States, Private, Adm-clerical, <=50K
49, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Adm-clerical, >50K
44, Male, White, Some-college, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
24, Female, White, 9th, Divorced, United-States, Private, Other-service, <=50K
25, Male, White, Bachelors, Never-married, United-States, Private, Sales, <=50K
65, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Transport-moving, <=50K
56, Male, Black, HS-grad, Married-civ-spouse, United-States, Self-emp-not-inc, Exec-managerial, <=50K
39, Male, White, Prof-school, Married-civ-spouse, United-States, Self-emp-not-inc, Prof-specialty, >50K
23, Female, White, Bachelors, Never-married, United-States, Private, Prof-specialty, <=50K
20, Female, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
24, Male, White, 5th-6th, Never-married, El-Salvador, Private, Craft-repair, <=50K
41, Male, White, Some-college, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
40, Male, White, Some-college, Married-civ-spouse, United-States, Self-emp-inc, Farming-fishing, <=50K
55, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, >50K
38, Female, White, HS-grad, Divorced, United-States, Private, Adm-clerical, <=50K
23, Female, Black, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
44, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
45, Male, White, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, >50K
20, Female, White, Some-college, Never-married, Germany, Self-emp-not-inc, Adm-clerical, <=50K
29, Male, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
43, Male, White, HS-grad, Married-civ-spouse, United-States, State-gov, Protective-serv, <=50K
30, Male, White, 12th, Divorced, United-States, Private, Machine-op-inspct, <=50K
28, Female, White, Some-college, Never-married, United-States, State-gov, Adm-clerical, <=50K
31, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
52, Female, White, HS-grad, Divorced, United-States, Private, Craft-repair, <=50K
36, Female, White, Bachelors, Married-civ-spouse, Iran, Private, Prof-specialty, >50K
38, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
63, Male, White, Assoc-voc, Married-civ-spouse, United-States, Self-emp-not-inc, Farming-fishing, <=50K
21, Male, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
33, Male, White, HS-grad, Divorced, United-States, State-gov, Adm-clerical, <=50K
46, Female, White, Some-college, Divorced, United-States, State-gov, Prof-specialty, <=50K
47, Male, White, Bachelors, Never-married, United-States, Self-emp-inc, Sales, <=50K
33, Male, White, Doctorate, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
28, Male, White, HS-grad, Divorced, United-States, Private, Handlers-cleaners, <=50K
46, Female, White, HS-grad, Divorced, Ecuador, Private, Priv-house-serv, <=50K
25, Male, Black, Some-college, Married-civ-spouse, United-States, Private, Sales, <=50K
37, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
31, Male, White, 9th, Married-civ-spouse, United-States, Self-emp-not-inc, Craft-repair, <=50K
49, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
22, Male, White, Some-college, Married-spouse-absent, United-States, State-gov, Tech-support, <=50K
52, Female, White, Assoc-voc, Married-civ-spouse, United-States, Private, Other-service, >50K
29, Female, White, Assoc-acdm, Married-civ-spouse, United-States, Private, Exec-managerial, <=50K
18, Female, White, 11th, Never-married, United-States, Private, Other-service, <=50K
31, Male, White, Some-college, Married-civ-spouse, United-States, Local-gov, Exec-managerial, <=50K
23, Female, Asian-Pac-Islander, Some-college, Never-married, Vietnam, Private, Other-service, <=50K
54, Male, White, 10th, Married-civ-spouse, United-States, Self-emp-not-inc, Sales, <=50K
50, Female, White, HS-grad, Divorced, Dominican-Republic, Local-gov, Other-service, <=50K
24, Female, White, Bachelors, Never-married, United-States, Private, Farming-fishing, <=50K
49, Male, White, HS-grad, Separated, United-States, Self-emp-inc, Other-service, <=50K
54, Male, White, HS-grad, Married-civ-spouse, United-States, Local-gov, Craft-repair, >50K
41, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
49, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
36, Female, White, Bachelors, Never-married, United-States, Local-gov, Prof-specialty, <=50K
23, Male, Black, HS-grad, Never-married, Haiti, Private, Transport-moving, <=50K
63, Female, White, Some-college, Widowed, United-States, Private, Other-service, <=50K
67, Male, White, HS-grad, Married-civ-spouse, Canada, Private, Sales, >50K
23, Male, White, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
22, Male, White, Bachelors, Never-married, United-States, Private, Prof-specialty, <=50K
66, Male, White, Assoc-voc, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
25, Male, White, 11th, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
30, Female, White, Some-college, Divorced, United-States, Private, Machine-op-inspct, <=50K
35, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Transport-moving, <=50K
67, Male, White, 7th-8th, Married-civ-spouse, United-States, Self-emp-not-inc, Exec-managerial, <=50K
30, Male, Black, 12th, Never-married, United-States, Private, Craft-repair, <=50K
26, Female, Black, Some-college, Never-married, United-States, Private, Machine-op-inspct, <=50K
34, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
21, Male, White, Some-college, Never-married, United-States, Private, Sales, <=50K
18, Male, White, 12th, Never-married, United-States, Private, Craft-repair, <=50K
21, Male, White, HS-grad, Never-married, United-States, Private, Craft-repair, <=50K
76, Male, White, 9th, Married-civ-spouse, United-States, Self-emp-inc, Prof-specialty, <=50K
26, Female, White, HS-grad, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
18, Female, White, 12th, Never-married, United-States, Private, Other-service, <=50K
34, Male, White, Assoc-voc, Married-civ-spouse, United-States, Private, Machine-op-inspct, <=50K
59, Female, White, HS-grad, Divorced, United-States, Private, Exec-managerial, <=50K
55, Male, White, Bachelors, Separated, United-States, Private, Exec-managerial, >50K
33, Male, White, Some-college, Never-married, United-States, Self-emp-not-inc, Farming-fishing, <=50K
25, Female, White, HS-grad, Never-married, United-States, Private, Other-service, <=50K
48, Female, White, HS-grad, Widowed, United-States, Private, Machine-op-inspct, <=50K
64, Female, White, Bachelors, Divorced, United-States, Private, Sales, <=50K
47, Female, White, Masters, Never-married, United-States, Local-gov, Prof-specialty, >50K
26, Female, White, Some-college, Never-married, United-States, Private, Tech-support, <=50K
36, Male, White, Assoc-acdm, Married-civ-spouse, United-States, Private, Prof-specialty, >50K
21, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Farming-fishing, <=50K
30, Male, White, HS-grad, Never-married, United-States, Private, Machine-op-inspct, <=50K
41, Male, White, HS-grad, Divorced, United-States, Self-emp-not-inc, Craft-repair, <=50K
34, Male, Black, Some-college, Never-married, United-States, Private, Sales, <=50K
24, Male, White, 10th, Never-married, El-Salvador, Private, Sales, <=50K
26, Female, White, Bachelors, Never-married, United-States, Private, Prof-specialty, <=50K
25, Female, White, HS-grad, Never-married, United-States, Private, Adm-clerical, <=50K
35, Female, White, Some-college, Divorced, United-States, Private, Sales, <=50K
41, Male, White, Some-college, Divorced, United-States, Private, Craft-repair, >50K
33, Male, White, 11th, Never-married, United-States, Private, Craft-repair, <=50K
18, Female, White, Some-college, Never-married, United-States, Private, Other-service, <=50K
27, Male, White, HS-grad, Separated, United-States, Self-emp-inc, Adm-clerical, <=50K
32, Female, White, HS-grad, Divorced, United-States, Private, Other-service, <=50K
51, Male, Black, HS-grad, Never-married, United-States, Local-gov, Other-service, <=50K
38, Female, Black, Assoc-voc, Divorced, United-States, Private, Adm-clerical, <=50K
41, Female, White, Some-college, Married-civ-spouse, United-States, Local-gov, Transport-moving, <=50K
26, Male, White, Some-college, Married-civ-spouse, United-States, Private, Craft-repair, <=50K
38, Male, White, Assoc-voc, Divorced, United-States, Self-emp-not-inc, Exec-managerial, <=50K
54, Male, White, 9th, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
30, Female, White, Bachelors, Never-married, Outlying-US(Guam-USVI-etc), Private, Prof-specialty, <=50K
31, Female, White, Some-college, Widowed, United-States, Private, Exec-managerial, <=50K
26, Male, White, Bachelors, Never-married, United-States, State-gov, Prof-specialty, <=50K
75, Male, White, Doctorate, Married-civ-spouse, United-States, Self-emp-not-inc, Prof-specialty, <=50K
29, Male, Black, Masters, Never-married, United-States, Private, Transport-moving, <=50K
61, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Exec-managerial, >50K
24, Female, White, Some-college, Separated, United-States, Private, Sales, <=50K
34, Male, White, Assoc-acdm, Never-married, United-States, Private, Prof-specialty, <=50K
42, Male, White, Some-college, Divorced, United-States, Private, Craft-repair, <=50K
24, Male, White, 11th, Never-married, United-States, Private, Craft-repair, <=50K
27, Male, Black, HS-grad, Never-married, United-States, Federal-gov, Craft-repair, <=50K
39, Female, White, Bachelors, Married-civ-spouse, United-States, Local-gov, Prof-specialty, >50K
20, Male, White, HS-grad, Never-married, United-States, Private, Handlers-cleaners, <=50K
51, Female, Black, 11th, Never-married, United-States, Private, Other-service, <=50K
68, Male, White, Bachelors, Married-civ-spouse, United-States, Private, Sales, <=50K
28, Male, White, HS-grad, Never-married, United-States, Federal-gov, Machine-op-inspct, <=50K
43, Female, White, HS-grad, Divorced, United-States, Private, Tech-support, <=50K
35, Male, White, Some-college, Married-spouse-absent, United-States, Private, Craft-repair, <=50K
44, Female, Black, HS-grad, Divorced, United-States, Private, Adm-clerical, <=50K
41, Male, White, Bachelors, Never-married, United-States, Private, Handlers-cleaners, <=50K
44, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Tech-support, >50K
20, Female, White, HS-grad, Married-civ-spouse, United-States, Private, Adm-clerical, <=50K
46, Male, White, HS-grad, Married-civ-spouse, United-States, Private, Craft-repair, >50K
27, Male, White, Assoc-acdm, Married-civ-spouse, United-States, Self-emp-not-inc, Transport-moving, >50K
